property_set_name,applicable_entities,applicable_type_value,property_definitions
Pset_SensorTypePressureSensor,['IfcSensorType'],IfcSensorType.PredefinedType=PRESSURESENSOR,"[{'property_name': 'PressureSensorSetPoint', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'PressureSensorRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'values': ['0', '?'], 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'AccuracyOfPressureSensor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPressureMeasure', 'unit_type': ['PRESSUREUNIT']}}, {'property_name': 'TimeConstant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': ['TIMEUNIT']}}, {'property_name': 'IsSwitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SensorTypeSmokeSensor,['IfcSensorType'],IfcSensorType.PredefinedType=SMOKESENSOR,"[{'property_name': 'CoverageArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'PressureSensorSetPoint', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'SmokeSensorRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'values': ['0', '?'], 'unit_type': 'None'}}, {'property_name': 'AccuracyOfSmokeSensor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'TimeConstant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': ['TIMEUNIT']}}, {'property_name': 'HasBuiltInAlarm', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SensorTypeSoundSensor,['IfcSensorType'],IfcSensorType.PredefinedType=SOUNDSENSOR,"[{'property_name': 'SoundSensorSetPoint', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcSoundPressureMeasure', 'unit_type': ['SOUNDPRESSUREUNIT']}}, {'property_name': 'SoundSensorRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcSoundPressureMeasure', 'values': ['?', '?'], 'unit_type': ['SOUNDPRESSUREUNIT']}}, {'property_name': 'SoundSensorAccuracy', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcSoundPressureMeasure', 'unit_type': ['SOUNDPRESSUREUNIT']}}, {'property_name': 'TimeConstant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': ['TIMEUNIT']}}]"
Pset_SensorTypeTemperatureSensor,['IfcSensorType'],IfcSensorType.PredefinedType=TEMPERATURESENSOR,"[{'property_name': 'TemperatureSensorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_TemperatureSensorType', 'values': ['HighLimit', 'LowLimit', 'OutsideTemperature', 'OperatingTemperature', 'RoomTemperature', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'TemperatureSensorSetPoint', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'TemperatureSensorRange', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'values': ['?', '?'], 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'AccuracyOfTemperatureSensor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'TimeConstant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': ['TIMEUNIT']}}]"
Pset_SiteCommon,['IfcSite'],,"[{'property_name': 'BuildableArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'TotalArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'BuildingHeightLimit', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_SlabCommon,['IfcSlab'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'AcousticRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'Combustible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SurfaceSpreadOfFlame', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': ['THERMALTRANSMITTANCEUNIT']}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'LoadBearing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'Compartmentation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'PitchAngle', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': ['PLANEANGLEUNIT']}}]"
Pset_SpaceCommon,['IfcSpace'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Category', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FloorCovering', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'WallCovering', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CeilingCovering', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SkirtingBoard', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'GrossPlannedArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'NetPlannedArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'PubliclyAccessible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'HandicapAccessible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ConcealedFlooring', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ConcealedCeiling', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SpaceFireSafetyRequirements,"['IfcSpace', 'IfcZone']",,"[{'property_name': 'MainFireUse', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'AncillaryFireUse', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireRiskFactor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireHazardFactor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FlammableStorage', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'FireExit', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtection', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtectionAutomatic', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'AirPressurization', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SpaceHeaterPHistoryCommon,['IfcPerformanceHistory'],,"[{'property_name': 'FractionRadiantHeatTransfer', 'property_type': None, 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}, {'property_name': 'FractionConvectiveHeatTransfer', 'property_type': None, 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}, {'property_name': 'Effectiveness', 'property_type': None, 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}, {'property_name': 'SurfaceTemperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'SpaceAirTemperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'SpaceMeanRadiantTemperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'AuxiliaryEnergySourceConsumption', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'UACurve', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'OutputCapacityCurve', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'AirResistanceCurve', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': 'None'}}, {'property_name': 'Exponent', 'property_type': None, 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}, {'property_name': 'HeatOutputRate', 'property_type': None, 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}]"
Pset_SpaceHeaterTypeCommon,['IfcSpaceHeaterType'],,"[{'property_name': 'TemperatureClassification', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SpaceHeaterTemperatureClassification', 'values': ['LOWTEMPERATURE', 'HIGHTEMPERATURE', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'HeatingSource', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_HeatingSource', 'values': ['FUEL', 'GAS', 'ELECTRICITY', 'HOTWATER', 'STEAM', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Material', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcMaterial'}}, {'property_name': 'BodyMass', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}, {'property_name': 'ThermalMassHeatCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcReal', 'unit_type': ['USERDEFINED']}}, {'property_name': 'OutputCapacity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}, {'property_name': 'ThermalEfficiency', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}]"
Pset_SpaceHeaterTypeHydronic,['IfcSpaceHeaterType'],,"[{'property_name': 'TubingLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'WaterContent', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcMassMeasure', 'unit_type': ['MASSUNIT']}}]"
Pset_SpaceLightingRequirements,"['IfcSpace', 'IfcZone']",,"[{'property_name': 'ArtificialLighting', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'Illuminance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIlluminanceMeasure', 'unit_type': ['ILLUMINANCEUNIT']}}]"
Pset_SpaceOccupancyRequirements,"['IfcSpace', 'IfcZone']",,"[{'property_name': 'OccupancyType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'OccupancyNumber', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'OccupancyNumberPeak', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'OccupancyTimePerDay', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': ['TIMEUNIT']}}, {'property_name': 'AreaPerOccupant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': ['AREAUNIT']}}, {'property_name': 'MinimumHeadroom', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'IsOutlookDesirable', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SpaceParking,['IfcSpace'],IfcSpace.ObjectType=Parking,"[{'property_name': 'HandicapAccessible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ParkingUse', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'ParkingUnits', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}]"
Pset_SpaceParkingAisle,['IfcSpace'],IfcSpace.ObjectType=ParkingAisle,"[{'property_name': 'IsOneWay', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SpaceProgramCommon,['IfcSpaceProgram'],,"[{'property_name': 'Location', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FunctionRequirement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SecurityRequirement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'PrivacyRequirement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'LightingRequirement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FFETypeRequirement', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'EmployeeType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'OccupancyType', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'OccupancyNumber', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}]"
Pset_SpaceThermalDesign,['IfcSpace'],,"[{'property_name': 'CoolingDesignAirflow', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': ['VOLUMETRICFLOWRATEUNIT']}}, {'property_name': 'HeatingDesignAirflow', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': ['VOLUMETRICFLOWRATEUNIT']}}, {'property_name': 'TotalSensibleHeatGain', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}, {'property_name': 'TotalHeatGain', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}, {'property_name': 'TotalHeatLoss', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPowerMeasure', 'unit_type': ['POWERUNIT']}}, {'property_name': 'CoolingDryBulb', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'CoolingRelativeHumidity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'HeatingDryBulb', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'HeatingRelativeHumidity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'VentilationAirFlowrate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': ['VOLUMETRICFLOWRATEUNIT']}}, {'property_name': 'ExhaustAirFlowrate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'unit_type': ['VOLUMETRICFLOWRATEUNIT']}}, {'property_name': 'CeilingRAPlenum', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'BoundaryAreaHeatLoss', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcHeatFluxDensityMeasure', 'unit_type': ['HEATFLUXDENSITYUNIT']}}]"
Pset_SpaceThermalPHistory,['IfcPerformanceHistory'],,"[{'property_name': 'CoolingAirFlowRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCVOLUMETRICFLOWRATEMEASURE']}}, {'property_name': 'HeatingAirFlowRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCVOLUMETRICFLOWRATEMEASURE']}}, {'property_name': 'VentilationAirFlowRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCVOLUMETRICFLOWRATEMEASURE']}}, {'property_name': 'ExhaustAirFlowRate', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCVOLUMETRICFLOWRATEMEASURE']}}, {'property_name': 'SpaceTemperature', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': ['IFCTHERMODYNAMICTEMPERATUREMEASURE']}}, {'property_name': 'SpaceRelativeHumidity', 'property_type': None, 'data_type': {'instance': 'IfcTimeSeries', 'unit_type': [IfcPositiveRatioMeasure]}}]"
Pset_SpaceThermalRequirements,"['IfcSpace', 'IfcZone']",,"[{'property_name': 'SpaceTemperatureMax', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'SpaceTemperatureMin', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'SpaceTemperatureSummerMax', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'SpaceTemperatureSummerMin', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'SpaceTemperatureWinterMax', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'SpaceTemperatureWinterMin', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': ['THERMODYNAMICTEMPERATUREUNIT']}}, {'property_name': 'SpaceHumidity', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceHumiditySummer', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'SpaceHumidityWinter', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'DiscontinuedHeating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NaturalVentilation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'NaturalVentilationRate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'MechanicalVentilationRate', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'AirConditioning', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'AirConditioningCentral', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_StairCommon,['IfcStair'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'NumberOfRiser', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'NumberOfTreads', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'RiserHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'TreadLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'RequiredHeadroom', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'HandicapAccessible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireExit', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'HasNonSkidSurface', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_StairFlightCommon,['IfcStairFlight'],,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'NumberOfRiser', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'NumberOfTreads', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcCountMeasure', 'unit_type': 'None'}}, {'property_name': 'RiserHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'TreadLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'NosingLength', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'WalkingLineOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'TreadLengthAtOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'TreadLengthAtInnerSide', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'Headroom', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}, {'property_name': 'WaistThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': ['LENGTHUNIT']}}]"
Pset_SwitchingDeviceTypeCommon,['IfcSwitchingDeviceType'],,"[{'property_name': 'NumberOfGangs', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcInteger', 'unit_type': 'None'}}, {'property_name': 'SwitchFunction', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SwitchFunctionType', 'values': ['OnOffSwitch', 'IntermediateSwitch', 'DoubleThrowSwitch', 'Other', 'NotKnown', 'Unset']}}, {'property_name': 'HasLock', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SwitchingDeviceTypeContactor,['IfcSwitchingDeviceType'],IfcSwitchingDeviceType.PredefinedType=CONTACTOR,"[{'property_name': 'ContactorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ContactorType', 'values': ['CapacitorSwitching', 'LowCurrent', 'MagneticLatching', 'MechanicalLatching', 'Modular', 'Reversing', 'Standard', 'Other', 'NotKnown', 'Unset']}}]"
Pset_SwitchingDeviceTypeEmergencyStop,['IfcSwitchingDeviceType'],IfcSwitchingDeviceType.PredefinedType=EMERGENCYSTOP,"[{'property_name': 'SwitchOperation', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SwitchFunctionType', 'values': ['Mushroom', 'Other', 'NotKnown', 'Unset']}}]"
