property_set_name,template_type,applicable_entities,applicable_type_value,property_definitions
Pset_SanitaryTerminalTypeToiletPan,PSET_TYPEDRIVENOVERRIDE,['IfcSanitaryTerminal/TOILETPAN'],IfcSanitaryTerminal/TOILETPAN,"[{'property_name': 'ToiletType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ToiletType', 'enums': ['BEDPANWASHER', 'CHEMICAL', 'CLOSECOUPLED', 'LOOSECOUPLED', 'SLOPHOPPER', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'ToiletPanType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ToiletPanType', 'enums': ['SIPHONIC', 'SQUAT', 'WASHDOWN', 'WASHOUT', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'PanMounting', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SanitaryMounting', 'enums': ['BACKTOWALL', 'PEDESTAL', 'COUNTERTOP', 'WALLHUNG', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'SpilloverLevel', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
Pset_SanitaryTerminalTypeUrinal,PSET_TYPEDRIVENOVERRIDE,['IfcSanitaryTerminal/URINAL'],IfcSanitaryTerminal/URINAL,"[{'property_name': 'UrinalType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_UrinalType', 'enums': ['BOWL', 'SLAB', 'STALL', 'TROUGH', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Mounting', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SanitaryMounting', 'enums': ['BACKTOWALL', 'PEDESTAL', 'COUNTERTOP', 'WALLHUNG', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'SpilloverLevel', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}]"
Pset_SanitaryTerminalTypeWashHandBasin,PSET_TYPEDRIVENOVERRIDE,['IfcSanitaryTerminal/WASHHANDBASIN'],IfcSanitaryTerminal/WASHHANDBASIN,"[{'property_name': 'WashHandBasinType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_WashHandBasinType', 'enums': ['DENTALCUSPIDOR', 'HANDRINSE', 'HOSPITAL', 'TIPUP', 'WASHFOUNTAIN', 'WASHINGTROUGH', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'Mounting', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SanitaryMounting', 'enums': ['BACKTOWALL', 'PEDESTAL', 'COUNTERTOP', 'WALLHUNG', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'DrainSize', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'MountingOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLengthMeasure', 'unit_type': 'None'}}]"
Pset_SensorPHistory,PSET_PERFORMANCEDRIVEN,['IfcSensor'],IfcSensor,"[{'property_name': 'Value', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Direction', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Quality', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_SensorTypeCO2Sensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/CO2SENSOR'],IfcSensor/CO2SENSOR,"[{'property_name': 'SetPointConcentration', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcSensor'],IfcSensor,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': None, 'enums': []}}]"
Pset_SensorTypeConductanceSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/CONDUCTANCESENSOR'],IfcSensor/CONDUCTANCESENSOR,"[{'property_name': 'SetPointConductance', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcElectricConductanceMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeContactSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/CONTACTSENSOR'],IfcSensor/CONTACTSENSOR,"[{'property_name': 'SetPointContact', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcInteger', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeFireSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/FIRESENSOR'],IfcSensor/FIRESENSOR,"[{'property_name': 'FireSensorSetPoint', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'AccuracyOfFireSensor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'unit_type': 'None'}}, {'property_name': 'TimeConstant', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTimeMeasure', 'unit_type': 'None'}}]"
Pset_SensorTypeFlowSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/FLOWSENSOR'],IfcSensor/FLOWSENSOR,"[{'property_name': 'SetPointFlow', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcVolumetricFlowRateMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeFrostSensor,,['IfcSensor/FROSTSENSOR'],IfcSensor/FROSTSENSOR,"[{'property_name': 'SetPointFrost', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeGasSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/GASSENSOR'],IfcSensor/GASSENSOR,"[{'property_name': 'GasDetected', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SetPointConcentration', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'CoverageArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}]"
Pset_SensorTypeHeatSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/HEATSENSOR'],IfcSensor/HEATSENSOR,"[{'property_name': 'CoverageArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'SetPointTemperature', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'RateOfTemperatureRise', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcTemperatureRateOfChangeMeasure', 'unit_type': 'None'}}]"
Pset_SensorTypeHumiditySensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/HUMIDITYSENSOR'],IfcSensor/HUMIDITYSENSOR,"[{'property_name': 'SetPointHumidity', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeIdentifierSensor,,['IfcSensor/IDENTIFIERSENSOR'],IfcSensor/IDENTIFIERSENSOR,"[{'property_name': 'SetPointIdentifier', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcIdentifier', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeIonConcentrationSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/IONCONCENTRATIONSENSOR'],IfcSensor/IONCONCENTRATIONSENSOR,"[{'property_name': 'SubstanceDetected', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SetPointConcentration', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcIonConcentrationMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeLevelSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/LEVEL'],IfcSensor/LEVEL,"[{'property_name': 'SetPointLevel', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeLightSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/LIGHTSENSOR'],IfcSensor/LIGHTSENSOR,"[{'property_name': 'SetPointIlluminance', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcIlluminanceMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeMoistureSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/MOISTURESENSOR'],IfcSensor/MOISTURESENSOR,"[{'property_name': 'SetPointMoisture', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeMovementSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/MOVEMENTSENSOR'],IfcSensor/MOVEMENTSENSOR,"[{'property_name': 'MovementSensingType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_MovementSensingType', 'enums': ['PHOTOELECTRICCELL', 'PRESSUREPAD', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'SetPointMovement', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypePHSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/PHSENSOR'],IfcSensor/PHSENSOR,"[{'property_name': 'SetPointPH', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPHMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypePressureSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/PRESSURESENSOR'],IfcSensor/PRESSURESENSOR,"[{'property_name': 'SetPointPressure', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPressureMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'IsSwitch', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SensorTypeRadiationSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/RADIATIONSENSOR'],IfcSensor/RADIATIONSENSOR,"[{'property_name': 'SetPointRadiation', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPowerMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeRadioactivitySensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/RADIOACTIVITYSENSOR'],IfcSensor/RADIOACTIVITYSENSOR,"[{'property_name': 'SetPointRadioactivity', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcRadioActivityMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeSmokeSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/SMOKESENSOR'],IfcSensor/SMOKESENSOR,"[{'property_name': 'CoverageArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'SetPointConcentration', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'HasBuiltInAlarm', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SensorTypeSoundSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/SOUNDSENSOR'],IfcSensor/SOUNDSENSOR,"[{'property_name': 'SetPointSound', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcSoundPressureMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeTemperatureSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/TEMPERATURESENSOR'],IfcSensor/TEMPERATURESENSOR,"[{'property_name': 'TemperatureSensorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_TemperatureSensorType', 'enums': ['HIGHLIMIT', 'LOWLIMIT', 'OUTSIDETEMPERATURE', 'OPERATINGTEMPERATURE', 'ROOMTEMPERATURE', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'SetPointTemperature', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcThermodynamicTemperatureMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_SensorTypeWindSensor,PSET_TYPEDRIVENOVERRIDE,['IfcSensor/WINDSENSOR'],IfcSensor/WINDSENSOR,"[{'property_name': 'WindSensorType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_WindSensorType', 'enums': ['CUP', 'WINDMILL', 'HOTWIRE', 'LASERDOPPLER', 'SONIC', 'PLATE', 'TUBE', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'SetPointSpeed', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLinearVelocityMeasure', 'unit_type': 'None'}}]"
Pset_ServiceLife,PSET_TYPEDRIVENOVERRIDE,['IfcElement'],IfcElement,"[{'property_name': 'ServiceLifeDuration', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcDuration', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'MeanTimeBetweenFailure', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcDuration', 'unit_type': 'None'}}]"
Pset_ServiceLifeFactors,PSET_OCCURRENCEDRIVEN,['IfcSystem'],IfcSystem,"[{'property_name': 'QualityOfComponents', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'DesignLevel', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'WorkExecutionLevel', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'IndoorEnvironment', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'OutdoorEnvironment', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'InUseConditions', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}, {'property_name': 'MaintenanceLevel', 'property_type': 'IfcPropertyBoundedValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'bounds': [], 'unit_type': 'None'}}]"
Pset_ShadingDeviceCommon,PSET_TYPEDRIVENOVERRIDE,['IfcShadingDevice'],IfcShadingDevice,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'ShadingDeviceType', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementShading', 'enums': ['FIXED', 'MOVABLE', 'OVERHANG', 'SIDEFIN', 'USERDEFINED', 'NOTDEFINED']}}, {'property_name': 'MechanicalOperated', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SolarTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'SolarReflectance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'VisibleLightTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'VisibleLightReflectance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'Roughness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SurfaceColor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}]"
Pset_ShadingDevicePHistory,PSET_PERFORMANCEDRIVEN,['IfcShadingDevice'],IfcShadingDevice,"[{'property_name': 'TiltAngle', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}, {'property_name': 'Azimuth', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_SiteCommon,PSET_TYPEDRIVENOVERRIDE,['IfcSite'],IfcSite,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'BuildableArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'SiteCoverageRatio', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'FloorAreaRatio', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'BuildingHeightLimit', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'TotalArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}]"
Pset_SlabCommon,PSET_TYPEDRIVENOVERRIDE,['IfcSlab'],IfcSlab,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_ElementStatus', 'enums': ['NEW', 'EXISTING', 'DEMOLISH', 'TEMPORARY', 'OTHER', 'NOTKNOWN', 'UNSET']}}, {'property_name': 'AcousticRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FireRating', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'PitchAngle', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPlaneAngleMeasure', 'unit_type': 'None'}}, {'property_name': 'Combustible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SurfaceSpreadOfFlame', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'Compartmentation', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ThermalTransmittance', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcThermalTransmittanceMeasure', 'unit_type': 'None'}}, {'property_name': 'LoadBearing', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SolarDeviceTypeCommon,PSET_TYPEDRIVENOVERRIDE,['IfcSolarDevice'],IfcSolarDevice,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'Status', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': None, 'enums': []}}, {'property_name': 'ActiveCellSurfaceAreaFraction', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNormalisedRatioMeasure', 'unit_type': 'None'}}, {'property_name': 'CellEfficiency', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNormalisedRatioMeasure', 'unit_type': 'None'}}]"
Pset_SoundAttenuation,PSET_TYPEDRIVENOVERRIDE,['IfcAnnotation/SOUND'],IfcAnnotation/SOUND,"[{'property_name': 'SoundScale', 'property_type': 'IfcPropertyEnumeratedValue', 'data_type': {'instance': 'PEnum_SoundScale', 'enums': ['DBA', 'DBB', 'DBC', 'NC', 'NR']}}, {'property_name': 'SoundFrequency', 'property_type': 'IfcPropertyListValue', 'data_type': {'instance': 'IfcFrequencyMeasure', 'values': [], 'unit_type': 'None'}}, {'property_name': 'SoundPressure', 'property_type': 'IfcPropertyReferenceValue', 'data_type': {'instance': 'IfcTimeSeries'}}]"
Pset_SoundGeneration,PSET_TYPEDRIVENOVERRIDE,['IfcDistributionFlowElement'],IfcDistributionFlowElement,"[{'property_name': 'SoundCurve', 'property_type': 'IfcPropertyTableValue', 'data_type': [{'instance': 'IfcFrequencyMeasure', 'values': [], 'unit_type': 'None'}, {'instance': 'IfcSoundPowerMeasure', 'values': [], 'unit_type': 'None'}]}]"
Pset_SpaceCommon,PSET_TYPEDRIVENOVERRIDE,['IfcSpace'],IfcSpace,"[{'property_name': 'Reference', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcIdentifier', 'unit_type': 'None'}}, {'property_name': 'IsExternal', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'GrossPlannedArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'NetPlannedArea', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcAreaMeasure', 'unit_type': 'None'}}, {'property_name': 'PubliclyAccessible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'HandicapAccessible', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
Pset_SpaceCoveringRequirements,PSET_TYPEDRIVENOVERRIDE,['IfcSpace'],IfcSpace,"[{'property_name': 'FloorCovering', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FloorCoveringThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'WallCovering', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'WallCoveringThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'CeilingCovering', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'CeilingCoveringThickness', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'SkirtingBoard', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'SkirtingBoardHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'Molding', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'MoldingHeight', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcPositiveLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ConcealedFlooring', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ConcealedFlooringOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}, {'property_name': 'ConcealedCeiling', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'ConcealedCeilingOffset', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcNonNegativeLengthMeasure', 'unit_type': 'None'}}]"
Pset_SpaceFireSafetyRequirements,PSET_TYPEDRIVENOVERRIDE,"['IfcSpace', ' IfcSpatialZone', ' IfcZone']","IfcSpace, IfcSpatialZone, IfcZone","[{'property_name': 'FireRiskFactor', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcLabel', 'unit_type': 'None'}}, {'property_name': 'FlammableStorage', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'FireExit', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtection', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'SprinklerProtectionAutomatic', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}, {'property_name': 'AirPressurization', 'property_type': 'IfcPropertySingleValue', 'data_type': {'instance': 'IfcBoolean', 'unit_type': 'None'}}]"
